Date,Open,High,Low,Close,Adj Close,Volume
2017-04-11,120.330002,121.400002,120.290001,121.190002,121.190002,12455300
2017-04-12,121.379997,122.220001,121.139999,122.019997,122.019997,9502500
2017-04-13,122.540001,122.650002,122.029999,122.599998,122.599998,9892600
2017-04-17,122.550003,123.070000,121.989998,122.239998,122.239998,8469600
2017-04-18,122.430000,123.029999,121.730003,122.820000,122.820000,10903700
2017-04-19,122.250000,122.260002,121.279999,121.730003,121.730003,8472700
2017-04-20,121.820000,122.169998,121.500000,121.959999,121.959999,11787300
2017-04-21,122.139999,122.610001,121.730003,122.309998,122.309998,15608000
2017-04-24,120.769997,121.510002,120.660004,121.480003,121.480003,11053600
2017-04-25,120.529999,120.870003,120.050003,120.250000,120.250000,10344800
2017-04-26,120.209999,120.959999,119.870003,120.839996,120.839996,9758800
2017-04-27,120.419998,120.599998,119.970001,120.389999,120.389999,8267000
2017-04-28,120.339996,120.769997,120.269997,120.769997,120.769997,9134200
2017-05-01,120.209999,120.750000,119.349998,119.669998,119.669998,9331800
2017-05-02,119.300003,119.650002,119.239998,119.650002,119.650002,4900800
2017-05-03,119.180000,119.339996,117.919998,117.980003,117.980003,10811100
2017-05-04,116.809998,117.279999,116.629997,116.790001,116.790001,12406900
2017-05-05,116.860001,117.070000,116.680000,117.010002,117.010002,7127200
2017-05-08,117.029999,117.139999,116.680000,116.750000,116.750000,5438400
2017-05-09,116.180000,116.239998,115.559998,116.050003,116.050003,6801300
2017-05-10,116.419998,116.500000,115.860001,116.040001,116.040001,4290500
2017-05-11,116.209999,116.849998,116.190002,116.500000,116.500000,6274400
2017-05-12,117.070000,117.160004,116.730003,116.830002,116.830002,5434500
2017-05-15,117.519997,117.540001,116.989998,117.139999,117.139999,5019600
2017-05-16,117.449997,117.910004,117.400002,117.650002,117.650002,4942800
2017-05-17,119.360001,120.019997,119.269997,119.790001,119.790001,13936900
2017-05-18,119.769997,119.839996,118.559998,118.809998,118.809998,10341100
2017-05-19,119.389999,119.550003,118.879997,119.400002,119.400002,6787300
2017-05-22,119.629997,120.139999,119.580002,119.900002,119.900002,5132500
2017-05-23,120.129997,120.190002,118.980003,119.139999,119.139999,8305400
2017-05-24,119.070000,119.739998,118.919998,119.610001,119.610001,7025000
2017-05-25,119.519997,119.699997,119.290001,119.480003,119.480003,4105100
2017-05-26,120.489998,120.790001,120.330002,120.540001,120.540001,6735800
2017-05-30,120.239998,120.330002,119.949997,120.139999,120.139999,4507500
2017-05-31,120.309998,121.230003,120.260002,120.620003,120.620003,10360700
2017-06-01,120.169998,120.739998,120.059998,120.720001,120.720001,8702500
2017-06-02,121.309998,121.709999,121.190002,121.610001,121.610001,7268100
2017-06-05,121.910004,121.940002,121.580002,121.730003,121.730003,3979200
2017-06-06,123.089996,123.309998,122.769997,123.099998,123.099998,10798500
2017-06-07,122.790001,123.160004,122.019997,122.449997,122.449997,9039200
2017-06-08,122.070000,122.080002,120.949997,121.650002,121.650002,8169800
2017-06-09,120.459999,120.910004,120.400002,120.540001,120.540001,7054700
2017-06-12,120.330002,120.690002,120.269997,120.360001,120.360001,4927400
2017-06-13,119.949997,120.709999,119.919998,120.480003,120.480003,3786600
2017-06-14,121.510002,121.879997,119.570000,119.820000,119.820000,21124800
2017-06-15,119.220001,119.500000,119.129997,119.320000,119.320000,6796700
2017-06-16,119.349998,119.500000,119.239998,119.339996,119.339996,6435700
2017-06-19,118.739998,118.839996,118.330002,118.430000,118.430000,6787000
2017-06-20,118.419998,118.459999,118.070000,118.180000,118.180000,4617400
2017-06-21,118.150002,118.660004,118.150002,118.519997,118.519997,4723700
2017-06-22,119.129997,119.199997,118.599998,118.919998,118.919998,5811900
2017-06-23,119.650002,119.660004,119.309998,119.430000,119.430000,9258600
2017-06-26,118.290001,118.540001,118.169998,118.360001,118.360001,6593400
2017-06-27,118.870003,119.050003,118.480003,118.809998,118.809998,5759300
2017-06-28,119.059998,119.059998,118.690002,118.900002,118.900002,4220100
2017-06-29,117.970001,118.639999,117.910004,118.320000,118.320000,7705200
2017-06-30,118.080002,118.410004,117.949997,118.019997,118.019997,6965900
2017-07-03,116.540001,116.849998,115.940002,116.089996,116.089996,12145000
2017-07-05,115.910004,116.669998,115.870003,116.519997,116.519997,7223300
2017-07-06,116.580002,116.610001,116.239998,116.470001,116.470001,4443400
2017-07-07,115.779999,115.790001,114.800003,115.279999,115.279999,11153600
2017-07-10,115.019997,115.570000,114.830002,115.470001,115.470001,4970900
2017-07-11,115.260002,115.769997,114.879997,115.620003,115.620003,6637900
2017-07-12,116.209999,116.330002,115.870003,116.029999,116.029999,4654400
2017-07-13,116.040001,116.040001,115.669998,115.820000,115.820000,4148900
2017-07-14,117.040001,117.250000,116.639999,116.769997,116.769997,5788200
2017-07-17,117.419998,117.529999,117.230003,117.290001,117.290001,5170800
2017-07-18,117.989998,118.330002,117.879997,118.110001,118.110001,7158600
2017-07-19,118.180000,118.269997,117.839996,118.080002,118.080002,3205100
2017-07-20,117.919998,118.620003,117.660004,118.239998,118.239998,5571600
2017-07-21,119.000000,119.389999,118.750000,119.260002,119.260002,10135900
2017-07-24,119.519997,119.580002,119.180000,119.309998,119.309998,3654300
2017-07-25,118.989998,119.320000,118.790001,118.919998,118.919998,6203000
2017-07-26,118.570000,120.150002,118.550003,119.879997,119.879997,8527900
2017-07-27,120.099998,120.139999,119.279999,119.790001,119.790001,6359200
