Date,Open,High,Low,Close,Adj Close,Volume
2017-02-13,30.500000,30.920000,30.309999,30.850000,30.476122,2809300
2017-02-14,30.730000,30.830000,30.219999,30.410000,30.041454,2640500
2017-02-15,30.320000,30.459999,29.860001,30.420000,30.051332,2894600
2017-02-16,30.500000,31.290001,30.500000,30.980000,30.604546,3035800
2017-02-17,30.969999,31.110001,30.750000,31.070000,30.693455,2224300
2017-02-21,31.000000,31.510000,30.740000,31.400000,31.019455,3314400
2017-02-22,31.480000,31.910000,31.430000,31.639999,31.256546,4138600
2017-02-23,31.780001,32.160000,31.639999,32.130001,31.740610,2589200
2017-02-24,32.040001,32.689999,31.950001,32.639999,32.244427,3835000
2017-02-27,32.730000,32.900002,32.570000,32.730000,32.333336,3066600
2017-02-28,32.750000,32.970001,32.599998,32.790001,32.392612,4523000
2017-03-01,32.590000,32.590000,32.150002,32.200001,31.809761,3902300
2017-03-02,32.139999,32.259998,31.770000,32.110001,31.720852,3166900
2017-03-03,32.040001,32.250000,31.600000,32.200001,31.809761,3525700
2017-03-06,32.049999,32.160000,31.389999,31.500000,31.118244,3538800
2017-03-07,31.360001,31.430000,30.969999,31.299999,30.920668,3883700
2017-03-08,31.059999,31.059999,30.309999,30.360001,29.992062,2939600
2017-03-09,30.350000,30.469999,29.590000,29.750000,29.389452,2531900
2017-03-10,29.750000,30.299999,29.530001,29.760000,29.399332,3360700
2017-03-13,29.830000,30.000000,29.559999,29.780001,29.419090,3476600
2017-03-14,29.719999,29.790001,29.410000,29.510000,29.152361,3089400
2017-03-15,29.690001,30.240000,29.580000,30.080000,29.715454,3854100
2017-03-16,30.010000,30.230000,29.870001,30.020000,29.656181,2618000
2017-03-17,30.030001,30.410000,29.920000,30.120001,29.754969,4622400
2017-03-20,30.420000,30.480000,30.080000,30.170000,29.804363,2659300
2017-03-21,30.250000,30.299999,29.920000,30.010000,29.646301,4782900
2017-03-22,30.110001,30.650000,30.049999,30.490000,30.120483,7017100
2017-03-23,30.440001,30.870001,30.440001,30.570000,30.199514,7918600
2017-03-24,30.730000,30.799999,30.540001,30.610001,30.239031,5256600
2017-03-27,30.410000,31.090000,30.410000,30.790001,30.416849,5362400
2017-03-28,30.809999,31.049999,30.629999,31.000000,30.624304,3061500
2017-03-29,31.000000,31.120001,30.809999,31.020000,30.644062,2577800
2017-03-30,31.020000,31.059999,30.570000,30.990000,30.614426,3509100
2017-03-31,31.030001,31.379999,31.010000,31.280001,30.900911,3792300
2017-04-03,31.389999,31.410000,30.830000,31.100000,30.723093,5671000
2017-04-04,31.219999,31.360001,30.980000,31.049999,30.673697,5830600
2017-04-05,31.059999,31.160000,30.820000,31.139999,30.762606,7767900
2017-04-06,31.110001,31.440001,30.900000,31.400000,31.019455,4052700
2017-04-07,31.490000,31.870001,31.340000,31.790001,31.404730,6028300
2017-04-10,31.790001,31.980000,31.719999,31.910000,31.523275,3118800
2017-04-11,31.719999,31.900000,31.610001,31.809999,31.424486,3862800
2017-04-12,31.760000,31.930000,31.690001,31.900000,31.513395,2373200
2017-04-13,31.940001,32.119999,31.799999,31.900000,31.513395,2610700
2017-04-17,32.020000,32.270000,31.900000,32.270000,31.878912,2785700
2017-04-18,32.270000,32.799999,32.169998,32.790001,32.392612,4965600
2017-04-19,32.770000,32.779999,32.279999,32.400002,32.007339,4623200
2017-04-20,32.439999,32.720001,32.299999,32.520000,32.125881,2378200
2017-04-21,32.430000,32.599998,32.349998,32.500000,32.106125,3065500
2017-04-24,32.529999,32.549999,31.350000,32.009998,31.622061,5106700
2017-04-25,32.000000,32.160000,31.860001,32.040001,31.651701,3678200
2017-04-26,31.930000,31.980000,31.540001,31.629999,31.246668,3608800
2017-04-27,31.629999,31.950001,31.469999,31.510000,31.128122,3969700
2017-04-28,31.459999,31.500000,30.920000,31.350000,30.970062,3689200
2017-05-01,31.370001,31.709999,31.180000,31.450001,31.068851,3322000
2017-05-02,31.500000,31.690001,30.940001,31.260000,30.881153,5010200
2017-05-03,31.480000,31.510000,30.400000,30.530001,30.160000,3738300
2017-05-04,29.990000,30.129999,29.549999,29.900000,29.900000,4657900
2017-05-05,29.920000,30.209999,29.889999,30.090000,30.090000,5199600
2017-05-08,30.209999,30.240000,29.879999,30.129999,30.129999,4007500
2017-05-09,30.139999,30.180000,29.709999,29.889999,29.889999,3700800
2017-05-10,29.900000,30.490000,29.889999,30.389999,30.389999,4254300
2017-05-11,30.250000,31.040001,30.030001,30.959999,30.959999,3107000
2017-05-12,31.040001,31.430000,30.959999,31.290001,31.290001,3791800
2017-05-15,31.320000,31.620001,31.020000,31.100000,31.100000,2295400
2017-05-16,31.090000,31.200001,30.820000,31.000000,31.000000,2370700
2017-05-17,30.990000,31.700001,30.990000,31.360001,31.360001,3332000
2017-05-18,31.340000,31.780001,31.000000,31.719999,31.719999,3251800
2017-05-19,31.760000,31.850000,31.260000,31.719999,31.719999,3273500
2017-05-22,31.700001,31.920000,31.549999,31.879999,31.879999,2515600
2017-05-23,31.910000,32.049999,31.690001,31.730000,31.730000,2454400
2017-05-24,31.730000,31.959999,31.620001,31.690001,31.690001,3550500
2017-05-25,31.629999,31.719999,31.490000,31.540001,31.540001,2468400
2017-05-26,31.580000,31.639999,31.040001,31.230000,31.230000,2669900
2017-05-30,31.200001,31.410000,31.129999,31.219999,31.219999,1851300
2017-05-31,31.200001,31.490000,31.110001,31.340000,31.340000,4421900
2017-06-01,31.290001,31.510000,30.740000,31.469999,31.469999,2854100
2017-06-02,31.639999,32.130001,31.639999,31.900000,31.900000,3440600
2017-06-05,31.750000,31.780001,31.469999,31.740000,31.740000,2041500
2017-06-06,31.709999,31.830000,31.490000,31.530001,31.530001,1858900
2017-06-07,31.520000,31.690001,31.350000,31.400000,31.400000,2371300
2017-06-08,31.400000,31.400000,30.670000,30.959999,30.959999,3382000
2017-06-09,30.860001,31.330000,30.719999,31.180000,31.180000,2416900
2017-06-12,31.260000,31.620001,31.049999,31.620001,31.620001,4001200
2017-06-13,31.570000,31.690001,31.389999,31.660000,31.660000,3207800
2017-06-14,32.080002,32.520000,31.870001,31.969999,31.969999,5060100
2017-06-15,31.740000,32.380001,31.719999,32.169998,32.169998,2560500
2017-06-16,32.259998,32.560001,32.060001,32.509998,32.509998,4214600
2017-06-19,32.490002,32.840000,32.340000,32.840000,32.840000,3678500
2017-06-20,32.820000,33.169998,32.770000,33.090000,33.090000,2644900
2017-06-21,33.060001,33.279999,32.860001,33.049999,33.049999,2954100
2017-06-22,33.040001,33.330002,32.910000,33.180000,33.180000,2175700
2017-06-23,33.209999,33.630001,33.209999,33.389999,33.389999,3100000
2017-06-26,33.480000,33.669998,33.330002,33.380001,33.380001,1881200
2017-06-27,33.250000,33.430000,32.730000,32.750000,32.750000,4143200
2017-06-28,32.750000,32.830002,32.590000,32.740002,32.740002,3161300
2017-06-29,32.419998,32.529999,31.920000,31.980000,31.980000,3331100
2017-06-30,32.099998,32.330002,31.770000,31.959999,31.959999,2794100
2017-07-03,32.099998,32.599998,32.020000,32.549999,32.549999,1094100
2017-07-05,32.650002,32.650002,32.020000,32.150002,32.150002,2311100
2017-07-06,32.000000,32.029999,31.150000,31.150000,31.150000,4374300
2017-07-07,31.209999,31.320000,30.850000,31.209999,31.209999,2197400
2017-07-10,31.260000,31.320000,30.879999,30.889999,30.889999,2086000
2017-07-11,30.950001,31.070000,30.709999,30.950001,30.950001,1702400
2017-07-12,31.209999,31.629999,31.139999,31.469999,31.469999,2517300
2017-07-13,31.450001,31.590000,31.299999,31.330000,31.330000,2005800
2017-07-14,31.420000,31.799999,31.420000,31.760000,31.760000,2362500
2017-07-17,31.790001,32.049999,31.639999,32.009998,32.009998,3126600
2017-07-18,31.980000,32.259998,31.830000,32.060001,32.060001,2248700
2017-07-19,32.049999,32.340000,31.920000,32.160000,32.160000,2493600
2017-07-20,32.209999,32.259998,31.740000,31.740000,31.740000,3643100
2017-07-21,31.719999,31.740000,31.420000,31.590000,31.590000,3304000
2017-07-24,31.510000,31.660000,31.240000,31.340000,31.340000,4416000
2017-07-25,31.350000,31.730000,31.080000,31.700001,31.700001,3002200
2017-07-26,31.629999,32.119999,31.610001,31.990000,31.990000,3315400
2017-07-27,31.809999,32.000000,31.389999,31.910000,31.910000,3071800
